Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Term,USE_THIS,Is Term,Original Sort Order,Check Fulltext,ReviewType,Project,local_filename,culled_type,culled_term,culled_date,culled_COMMENTS,missing,Filename,Date,Additional Pages,Unnamed: 18,special
0.0,"J Jensnäs, C Kelly",Kvinnor inom konst och feminism: En studie i feministisk symbolik inom nutidskonsten,2019,Women in art and feminism: A study in feminist symbolism in contemporary art.,gupea.ub.gu.se,https://gupea.ub.gu.se/handle/2077/60362,,121.0,##########,,,,,,,,,0.0,0.0,0.0,2.0,5.0,… Title: Women in art and feminism: A study in feminist symbolism in contemporary art. By: … På hemsidan Wikipedia finns exempelvis enbart fyra meningar skrivna om feministisk konst i …,https://gupea.ub.gu.se/bitstream/handle/2077/60362/gupea_2077_60362_1.pdf?sequence=1&isAllowed=y,,Art and Feminism,True,TRUE,573.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
6.0,"J Jiang, MA Vetter",Writing Against the 'Epistemology of Deceit'on Wikipedia: A Feminist New Materialist Perspective Towards Critical Media Literacy and Wikipedia-Based Education,2021,"The Epistemology of Deceit in a Postdigital Era,
Postdigital Science and Education",Springer,https://link.springer.com/chapter/10.1007/978-3-030-72154-1_9,"https://scholar.google.com/scholar?cites=2336138764845757850&as_sdt=2005&sciodt=0,5&hl=en",36.0,##########,,10.1007/978-3-030-72154-1_9,,,,,,,6.0,2.0,3.0,2.0,3.0,… to edit and contributing to Wikipedia. This specific event was further specialized in that we were working with the organization Art+Feminism to consciously engage representation of …,https://mattvetter.net/wp-content/uploads/2021/08/Jiang-Vetter_Writing-Against-the-Epistemology-of-Deceit-in-Wikipedia.pdf,,Art+Feminism,True,TRUE,36.0,,case study,Art+Feminism,0,0,0,##,,,,,,,
8.0,J Lubbock,Wikipedia and libraries,2018,Alexandria,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0955749018794968?casa_token=WMOowgpFDawAAAAA:LQuuW6uauNG1mHuBMLGBnt0Q8ODKgq1LNobP5DG7c4_2yTIlVOybAq7-nsCT0aXoTiIRrOY8cUua,"https://scholar.google.com/scholar?cites=14708395046517639422&as_sdt=2005&sciodt=0,5&hl=en",60.0,##########,,10.1177/0955749018794968,,,,,,,8.0,1.0,8.0,1.0,6.0,"… These provide frameworks for libraries to run Wikipedia-related events. Art + Feminism 10 aims to increase female participation in Wikipedia, and Open Access Week 11 in October is a …",https://journals.sagepub.com/doi/full/10.1177/0955749018794968?casa_token=Sb-bENGBOlAAAAAA:XQWjjnuz07tl79dn1XzESt-dv_wYRWw7rRnE__6jbgJnzEkqEHWTCx0Kuyf2ReV68s73z89RoJtV,,Art+Feminism,True,TRUE,60.0,,mention,Art+Feminism,J_Lubbock_Wikipedia_and_libraries.pdf,0,0,0,,,,,,,
0.0,J Mabey,"Not Mine Alone, Nor Mine to Own: Some Reflections on the Young Girl",2017,Journal of Feminist Scholarship,digitalcommons.uri.edu,https://digitalcommons.uri.edu/jfs/vol12/iss12/2/,,297.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,7.0,"… platforms for more concrete activism, like the Art+Feminism Wikipedia Edit-a-Thons—cofounded in 2013 with Siân Evans, Michael Mandiberg, and Laurel Ptack—these labors will …",https://digitalcommons.uri.edu/cgi/viewcontent.cgi?article=1120&context=jfs,,Art+Feminism,True,TRUE,297.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
28.0,"J Minguillón, J Meneses, E Aibar, N Ferran-Ferrer…",Exploring the gender gap in the Spanish Wikipedia: Differences in engagement and editing practices,2021,PLoS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0246702,"https://scholar.google.com/scholar?cites=5421905796424488572&as_sdt=2005&sciodt=0,5&hl=en",144.0,##########,HTML,,,,,,,,28.0,9.0,6.0,5.0,3.0,… A case study of impact of wikipedia art + feminism edit-a-thon events on newcomers. Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and …,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0246702,,Art+Feminism,True,TRUE,144.0,,0,0,0,0,0,0,,Keyword not found,,,,,
25.0,"J Xing, M Vetter",Editing for equity: Understanding instructor motivations for integrating cross-disciplinary Wikipedia assignments,2020,First Monday,firstmonday.org,https://firstmonday.org/ojs/index.php/fm/article/view/10575,"https://scholar.google.com/scholar?cites=2763555704629007188&as_sdt=2005&sciodt=0,5&hl=en",56.0,##########,,,,,,,,,25.0,6.0,13.0,2.0,4.0,"… Given the momentum of organizations such as Art+Feminism, and the overall increase … Wikipedia and Wiki Education, this paper explores faculty motivations for teaching with Wikipedia …",https://firstmonday.org/ojs/index.php/fm/article/download/10575/9552,,Art+Feminism,True,TRUE,56.0,,discussion,Art+Feminism,J_Xing__M_Vetter_Editing_for_equity_Understanding_instructor_motivations_for_integrating_cross-disciplinary_Wikipedia_assignments.pdf,0,Art+Feminism,0,,,,,,,
69.0,"JB Bear, B Collier",Where are the women in Wikipedia? Understanding the different psychological experiences of men and women in Wikipedia,2016,Sex roles,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11199-015-0573-y&casa_token=8vSrioFvs0sAAAAA:xMccGyA_kpzta0oDce04WumUjO1zNk0motyLbcHnfIKggT44uyNWGaWhdLllRlM-syK4QTHughCHu2rO,"https://scholar.google.com/scholar?cites=11660890121927695317&as_sdt=2005&sciodt=0,5&hl=en",22.0,##########,HTML,10.1007/s11199-015-0573-y,,,,,,,69.0,9.0,35.0,2.0,8.0,"… held community edit-a-thons, in which women were encouraged to meet in person to edit and improve articles specifically concerning topics such as art and feminism. These events …",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11199-015-0573-y&casa_token=8vSrioFvs0sAAAAA:xMccGyA_kpzta0oDce04WumUjO1zNk0motyLbcHnfIKggT44uyNWGaWhdLllRlM-syK4QTHughCHu2rO,,Art and Feminism,True,TRUE,489.0,,0,0,0,0,0,0,,no pdf,,,,,
0.0,JCHJ Wilson,Asian American Female Composers and Digital Memory,2022,American Music,scholarlypublishingcollective.org,https://scholarlypublishingcollective.org/uip/am/article-pdf/40/3/331/1925176/331wilson.pdf,,146.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,2.0,"… core information from Wikipedia on the right side of the search results page. Wikipedia is inte… In 2014, the non- profit organization Art + Feminism began hosting edita- thons to create …",,,Art+Feminism,True,TRUE,146.0,,0,0,JCHJ_Wilson_Asian_American_Female_Composers_and_Digital_Memory.pdf,0,0,0,,no pdf,,,,,
0.0,"JEG Acevedo, S Savage",AI-powered Chatbot for New Wikipedia Editors,2024,"AI-powered Chatbot for New Wikipedia
Editors",openreview.net,https://openreview.net/pdf?id=htzQKhJCHM,,80.0,##########,PDF,,,,,,,,0.0,0.0,0.0,2.0,1.0,"… Initiatives such as ART+Feminism, along with offline edit-a-thons have proved to be successful at recruiting new collaborators; however, retention remains problematic [3]. In order to …",https://openreview.net/pdf?id=htzQKhJCHM,,Art+Feminism,True,TRUE,80.0,,discussion,Art+Feminism,0,0,0,0,,,,,,,
0.0,"K Aggestam, AB Rosamond, E Hedling","Visuality, Digital Visibility and Feminist Foreign Policy",2024, The Politics of Feminist Foreign Policy and Digital Diplomacy,Springer,https://link.springer.com/chapter/10.1007/978-3-031-63697-4_5,,222.0,##########,HTML,10.1007/978-3-031-63697-4_5,,,,,,,0.0,0.0,0.0,3.0,1.0,"… on Wikipedia (Tripodi, 2021). Since 2015, advocacy initiatives (eg 500 Women Scientists, Women in Red and Art + Feminism) … to write and improve articles about women on Wikipedia. …",https://link.springer.com/chapter/10.1007/978-3-031-63697-4_5,,Art+Feminism,True,TRUE,222.0,,mention,Art+Feminism,0,0,0,##,,,,,,,
1.0,"K De Voe, A Shaw","“Yeah, I Wrote That!”: Incorporating Critical Information Literacy to Build Community Inside and Outside of Wikipedia",2021,Temple University Libraries,scholarshare.temple.edu,https://scholarshare.temple.edu/handle/20.500.12613/7178,"https://scholar.google.com/scholar?cites=8048399604659384558&as_sdt=2005&sciodt=0,5&hl=en",69.0,##########,,,,,,,,,1.0,0.0,1.0,2.0,3.0,"… into courses, the Library’s Art+Feminism edit-a-thon served as the jumping off point for our Wikipedia collaboration. This was then further supported by Wiki Education’s training modules …",https://scholarshare.temple.edu/bitstream/handle/20.500.12613/7178/DeVoeShaw-BookChapter-2021.pdf?sequence=1,,Art+Feminism,True,TRUE,69.0,,discussion,Art+Feminism,0,0,0,0,,,,,,,
12.0,K Deepwell,Art criticism and the state of feminist art criticism,2020,Arts,mdpi.com,https://www.mdpi.com/2076-0752/9/1/28,"https://scholar.google.com/scholar?cites=11276630747607342029&as_sdt=2005&sciodt=0,5&hl=en",9.0,##########,HTML,,,,,,,,12.0,3.0,12.0,1.0,4.0,"… many countries who write about contemporary art and feminism in the numerous exhibition … ’ websites, campaigning groups, expanded Wikipedia pages, and library databases, but still …",https://www.mdpi.com/2076-0752/9/1/28,,Art and Feminism,True,TRUE,482.0,,discussion,Art+Feminism,0,0,0,0,,,,,,,
0.0,K Deepwell,"Correções, interrogatórios e políticas de intercâmbio local/global na crítica de arte feminista",2024,Revista do Instituto de Estudos Brasileiros,revistas.usp.br,https://www.revistas.usp.br/rieb/article/view/225704,,436.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,1.0,"… Art+Feminism’s interventions on Wikipedia all attest). This trope to explain “greatness” for a few, as a substitute for the actual cultural absence of women, is even more prevalent in neo-…",https://www.revistas.usp.br/rieb/article/download/225704/204991,,Art+Feminism,True,TRUE,436.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
0.0,K Deepwell,"Corrections, interrogations and politics of local/global exchanges in feminist art criticism",2024,Revista do Instituto de Estudos Brasileiros,SciELO Brasil,https://www.scielo.br/j/rieb/a/VtmC6xhFznsLTwSLhFSDDSp/,,35.0,##########,HTML,,,,,,,,0.0,0.0,0.0,1.0,1.0,"… Art+Feminism’s interventions on Wikipedia all attest). This trope to explain “greatness” for a few, as a substitute for the actual cultural absence of women, is even more prevalent in neo-…",https://www.scielo.br/j/rieb/a/VtmC6xhFznsLTwSLhFSDDSp/,,Art+Feminism,True,TRUE,35.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
0.0,K Jesella,Just Click Publish: Doing Feminist History and Archiving on the Internet,2020,Doing Feminist History and Archiving on the Internet,search.proquest.com,https://search.proquest.com/openview/15229c08249382e862ac2ecaa10af883/1?pq-origsite=gscholar&cbl=18750&diss=y&casa_token=Ez24b_AbfiMAAAAA:wEj3cv7vyYvSFmQqgSkgvCwjnUZ2uLAgUBsoI3sfty-FLRSleIzsAJUhDvs1Ul35cZZpL4PfRw,,44.0,##########,HTML,,,,,,,,0.0,0.0,0.0,1.0,4.0,"… For example, as Wikipedia became the go-to, seemingly democratic website for seemingly important information, groups like Art+Feminism mobilized to make the site more feminist by …",https://search.proquest.com/openview/15229c08249382e862ac2ecaa10af883/1?pq-origsite=gscholar&cbl=18750&diss=y&casa_token=Ez24b_AbfiMAAAAA:wEj3cv7vyYvSFmQqgSkgvCwjnUZ2uLAgUBsoI3sfty-FLRSleIzsAJUhDvs1Ul35cZZpL4PfRw,,Art+Feminism,True,TRUE,44.0,,0,0,0,0,0,0,,Keyword not found,,,,,
1.0,K Kennedy,Wikipedians among Us: From Allies to Reformers,2021,"She Ji: The Journal of Design, Economics, and Innovation",Elsevier,https://www.sciencedirect.com/science/article/pii/S2405872621000332,"https://scholar.google.com/scholar?cites=16106573533026779007&as_sdt=2005&sciodt=0,5&hl=en",165.0,##########,HTML,,,,,,,,1.0,0.0,1.0,1.0,3.0,"… Part of the annual Art+Feminism international edit… Wikipedia. Hearing about its success made me less nervous about later going to one myself, targeted at women, run by local Wikipedia …",https://www.sciencedirect.com/science/article/pii/S2405872621000332,,Art+Feminism,True,TRUE,165.0,,mention,Art+Feminism,K_Kennedy_Wikipedians_among_Us_From_Allies_to_Reformers.pdf,0,Art+Feminism,##,,,,,,,
12.0,K Parry,A theory of assembly: From museums to memes,2023,"A Theory of Assembly: From
Museums to Memes",books.google.com,https://books.google.com/books?hl=en&lr=&id=O71iEAAAQBAJ&oi=fnd&pg=PT7&dq=%22art+feminism%22+wikipedia&ots=WMpIMCLpTV&sig=O-tW0WODUiD5cLrpuOgGy_L_A5U,"https://scholar.google.com/scholar?cites=6332377515252975&as_sdt=2005&sciodt=0,5&hl=en",346.0,##########,BOOK,,,,,,,,12.0,12.0,12.0,1.0,1.0,… dedicated to creating and improving one Wikipedia article after another on otherwise … produce effects at scales even larger than Art + Feminism. These can involve vast numbers …,https://quod.lib.umich.edu/j/jcms/images/63.3_BookReviews.pdf,,Art+Feminism,True,TRUE,346.0,,0,0,0,0,0,0,,Keyword not found,,,,,
0.0,KB Rosa,Design e feminismo: um kit para conversas sobre questões femininas,2018,um kit para conversas sobre questões femininas,lume.ufrgs.br,https://lume.ufrgs.br/handle/10183/193980,,475.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,6.0,"… Um deles é o Art+Feminism, uma iniciativa global que apoia a criação e edição em massa de verbetes sobre mulheres na Wikipédia, a fim de aumentar a representação feminina na …",https://lume.ufrgs.br/bitstream/handle/10183/193980/001093098.pdf?sequence=1,,Art+Feminism,True,TRUE,475.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
0.0,"KT Huq, GL Ciampaglia",Survival of the Notable: Gender Asymmetry in Wikipedia Collective Deliberations,2024,arXiv preprint arXiv:2411.04340,arxiv.org,https://arxiv.org/abs/2411.04340,,168.0,##########,,,,,,,,,0.0,0.0,0.0,2.0,1.0,"… on Wikipedia and its community. We then provide a brief description of how the Wikipedia … Aside from Women in Red, several other feminist movements like “Art + Feminism” and “500 …",https://arxiv.org/pdf/2411.04340,,Art+Feminism,True,TRUE,168.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
0.0,L Agius,The Malta Artpaper: No. 13: December 2020-March 2021,2020,The Malta artpaper,um.edu.mt,https://www.um.edu.mt/library/oar/handle/123456789/72529,,441.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,4.0,"… CG: My next opportunity will be a work as part of Art + Feminism at Spazju Kreattiv, where I will be performing live a story about female orgasms – this is a short story written by myself, …",https://www.um.edu.mt/library/oar/bitstream/123456789/72529/1/ARTPAPER%20ISSUE%2013%20ISSUU.pdf,,Art+Feminism,True,TRUE,441.0,,discussion,Art+Feminism,0,0,0,0,,,,,,,
4.0,L Appleton,Is critical art librarianship actually a thing?,2019,Art libraries journal,cambridge.org,https://www.cambridge.org/core/journals/art-libraries-journal/article/viewpoint-is-critical-art-librarianship-actually-a-thing/9C6F17C3A81E7B0F00047EBD086E2DD7,"https://scholar.google.com/scholar?cites=11994142322261168918&as_sdt=2005&sciodt=0,5&hl=en",172.0,##########,,,,,,,,,4.0,1.0,4.0,1.0,5.0,"… as Art +Feminism’s Wikipedia edit-a-thons16 to teaching critical information literacy through a variety of creative outlets such as object based learning, which by its nature inherently …",https://eprints.whiterose.ac.uk/166583/7/Is%20critical%20arts%20librarianship%20actually%20a%20thing%20accepted%20manuscript.pdf,,Art+Feminism,True,TRUE,172.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
3.0,L Bollini,Missing in Action,2020,PAD# 19 Communication Design Apart,re.public.polimi.it,https://re.public.polimi.it/retrieve/e6f0740a-e699-4ef5-833b-7746dc32bc8a/%2319-PAD-122020-LOWRES.pdf#page=40,"https://scholar.google.com/scholar?cites=7063623622055043039&as_sdt=2005&sciodt=0,5&hl=en",184.0,##########,PDF,,,,,,,,3.0,1.0,3.0,1.0,4.0,"… Actions like the one undertaken by Art+ Feminism, Wikipedia edit-a-thon become crucial to enrich the landscape and presence, despite the often-fierce controversies. 13 …",https://re.public.polimi.it/retrieve/e6f0740a-e699-4ef5-833b-7746dc32bc8a/%2319-PAD-122020-LOWRES.pdf#page=40,,Art+Feminism,True,TRUE,184.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
1.0,L Bollini,Missing in Action. Stories of Women of (Digital) Design,2020,PAD,bia.unibz.it,https://bia.unibz.it/esploro/outputs/journalArticle/Missing-in-action-Stories-of-Women/991006022850301241,"https://scholar.google.com/scholar?cites=11594694428447098900&as_sdt=2005&sciodt=0,5&hl=en",209.0,##########,,,,,,,,,1.0,0.0,1.0,1.0,4.0,"… Actions like the one undertaken by Art + Feminism, Wikipedia edit-a-thon become crucial to … by Wikipedia editors who have not recognised or emphasised the importance of this work. …",https://bia.unibz.it/esploro/fulltext/journalArticle/Missing-in-action-Stories-of-Women/991006022850301241?repId=12257076850001241&mId=13257146010001241&institution=39UBZ_INST,,Art+Feminism,True,TRUE,209.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
1.0,L Garcia,Centering Intersectional Feminism Online: Equality Archive as Digital Humanities Praxis,2021,American Quarterly,muse.jhu.edu,https://muse.jhu.edu/pub/1/article/786754/summary,"https://scholar.google.com/scholar?cites=17249233542636334817&as_sdt=2005&sciodt=0,5&hl=en",100.0,##########,,,,,,,,,1.0,0.0,1.0,1.0,3.0,"… While the go-to spot for quick information on the internet shamefully remains Wikipedia, as the … , such as Art + Feminism’s wiki edit-a-thons and FemTechNet’s wiki-storming sessions, …",,,Art+Feminism,True,TRUE,100.0,,0,0,L_Garcia_Centering_Intersectional_Feminism_Online_Equality_Archive_as_Digital_Humanities_Praxis.pdf,0,0,0,,no pdf,,,,,
12.0,"L March, S Dasgupta",Wikipedia edit-a-thons as sites of public pedagogy,2020,Proceedings of the ACM on Human-Computer Interaction,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3415171?casa_token=VF1N9pA_WCEAAAAA:bEDVtD5z5DvelKt8iThJZ6mxh7TTYLYj-VUwcMT4HaQjTiR3XaYUDHJ-eepuBGgolAOHFsw0sz8J,"https://scholar.google.com/scholar?cites=17637563154317768485&as_sdt=2005&sciodt=0,5&hl=en",70.0,##########,,10.1145/3415171,,,,,,,12.0,3.0,6.0,2.0,4.0,"… joined Wikipedia as part of an Art+Feminism event … Wikipedia, Phetteplace [44] argues that while librarians have been wary of Wikipedia in the past, hosting events like Art+Feminism is …",https://dl.acm.org/doi/pdf/10.1145/3415171?casa_token=uLI5M9FxoGUAAAAA:QWehtOk-fqC63BrvKxF9uDs11Fwlp1zdNaMRZVZqOBkkMnOU_fsMDB8zP0XOBe5-piagHNic0hOz,,Art+Feminism,True,TRUE,70.0,,0,0,0,0,0,##,,no pdf,,,,,
0.0,"L PRINCIPI, E RODRIGUEZ, J REYES",Journalist receives Hearst Award,2020,core.ac.uk,,https://core.ac.uk/download/pdf/80549069.pdf,,186.0,##########,PDF,,,,,,,,0.0,0.0,0.0,3.0,,… Art+Feminism was started by four friends who wanted to change the way feminism and the arts were written about on Wikipedia… “I think understanding how Wikipedia articles are created …,https://core.ac.uk/download/pdf/80549069.pdf,,Art+Feminism,True,TRUE,186.0,,discussion,Art+Feminism,L_PRINCIPI__E_RODRIGUEZ__J_REYES_Journalist_receives_Hearst_Award.pdf,0,Art+Feminism,0,,,,,,,
0.0,"L ROSSENOVA, K DI FRANCO","Remembering and recognizing do not take care of, or satisfy, or in any other way reduce one's responsibilities; rather, like all intra-actions, they extend the …",,artic.edu,,https://www.artic.edu/pdf/static/download-collection.publications.digital-publications-articles.show-28.pdf,,89.0,##########,PDF,,,,,,,,0.0,0.0,0.0,2.0,,"… critic of the biases within projects such as Wikipedia and Wikidata. In their keynote lecture “… structural biases are initiatives such as Art+Feminism, which involve community building …",https://www.artic.edu/pdf/static/download-collection.publications.digital-publications-articles.show-28.pdf,,Art+Feminism,True,TRUE,89.0,,discussion,Art+Feminism,0,0,0,0,,,,,,,
10.0,L Soito,Freeing knowledge: Approaches to foster collaboration between academic libraries and the Wikipedia community,2017,Collaborative Librarianship,digitalcommons.du.edu,https://digitalcommons.du.edu/collaborativelibrarianship/vol9/iss1/8/,"https://scholar.google.com/scholar?cites=280545883697081203&as_sdt=2005&sciodt=0,5&hl=en",71.0,##########,,,,,,,,,10.0,1.0,10.0,1.0,7.0,"… Libraries also participate in larger multi-site events like Art+Feminism or #1Lib1Ref.Working with a larger initiative may bring targeted support, training, and marketing that make it easier …",https://digitalcommons.du.edu/cgi/viewcontent.cgi?article=1332&context=collaborativelibrarianship,,Art+Feminism,True,TRUE,71.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
5.0,"LM Bridges, D Park…",Writing African American History into Wikipedia,2019,OLA Quarterly,journals3.library.oregonstate.edu,https://journals3.library.oregonstate.edu/olaq/article/view/vol25_iss2_7,"https://scholar.google.com/scholar?cites=18065130749884479194&as_sdt=2005&sciodt=0,5&hl=en",55.0,##########,,,,,,,,,5.0,1.0,2.0,3.0,5.0,"… Wikipedia; participated in the international Wikipedia + Education conference; and is currently co-researching librarian use of Wikipedia … Along with Art + Feminism, other Wikipedia user …",https://journals3.library.oregonstate.edu/olaq/article/download/vol25_iss2_7/999,,Art+Feminism,True,TRUE,55.0,,discussion,Art+Feminism,0,0,0,##,,,,,,,
0.0,LSL ALVAREZ,Presencia de las mujeres en el arte contemporáneo en la ciudad de León,2017,"PRESENCIA DE LAS MUJERES EN EL ARTE CONTEMPORÁNEO EN
LA CIUDAD DE LEÓN",repositorio.ugto.mx,http://repositorio.ugto.mx/handle/20.500.12059/3111,,149.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,7.0,"… It is made within genre perspective, considering the agreements and conventions that have surrounded art and feminism for visual arts enquiry from differents points of view. …",http://repositorio.ugto.mx/bitstream/20.500.12059/3111/1/NUA%20185361_LAISA%20SARAI%20L%C3%93PEZ%20ALVAREZ_Tesis.pdf,,Art and Feminism,True,TRUE,598.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
0.0,M Bence,Az edit-a-thonok általi Wikipédia szerkesztés: Kompetencia-és készségfejlesztési lehetőségek a felsőoktatásban,2022,Tudományos és Műszaki Tájékoztatás,journals.bme.hu,https://journals.bme.hu/tmt/article/view/36349,,419.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,2.0,"… [18] A Wikipédia wikikódjának szerkesztéséhez azonban a … : 2014-ben az angol Wikipédia életrajzi szócikkeinek csupán 15%-a… reprezentáltságát növelni hivatott Art+Feminism, [43][44] …",https://journals.bme.hu/tmt/article/download/36349/22062,,Art+Feminism,True,TRUE,419.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
0.0,M Colquitt,"Library Service and Learning: Empowering Students, Inspiring Social Responsibility, and Building Community Connections",2019,"Review of Library Service and Learning:
Empowering Students, Inspiring Social
Responsibility, and Building Community
Connections",HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jnwlibsh4&section=41,,205.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,5.0,"… This Wikipedia Edit-a-Thon, which focused on the topic of Art+Feminism led to thirty-six … article can certainly serve as an exemplar for planning a student led Wikipedia Edit-a-Thon. …",https://newlibs.org/index.php/jonl/article/download/795/715,,Art+Feminism,True,TRUE,205.0,,mention,Art+Feminism,"M_Colquitt_Library_Service_and_Learning_Empowering_Students,_Inspiring_Social_Responsibility,_and_Building_Community_Connections.pdf",0,Art+Feminism,0,,,,,,,
0.0,M Donatelli,Un'inquadratura: la biblioteca e l'universo femminile,2021,Biblioteche oggi,bibliotecheoggi.it,http://www.bibliotecheoggi.it/rivista/article/view/1309,,426.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,3.0,"… For, ChinwE nwogo EZEani, Unveiling the Veiled: Wikipedia Collaborating with Academic Libraries in Africa in Creating Visibility for African Women Through Art+Feminism Wikipedia …",https://iris.uniroma3.it/retrieve/e397d80e-e7cb-b0de-e053-6605fe0a1c76/Donatelli%2C%20Michela_%20Un%27inquadratura.pdf,,Art+Feminism,True,TRUE,426.0,,0,0,0,0,0,0,,,,,,,
16.0,"M Ferré, L Ferrante",Wikipedia y feminismo. Cómo romper con la brecha de género,2018,Pedagogías Emergentes en la Sociedad  DIgital,researchgate.net,https://www.researchgate.net/profile/Pablo-Rivera-Vargas-2/publication/333093214_WIKIPEDIA_Y_FEMINISMO_COMO_ROMPER_CON_LA_BRECHA_DE_GENERO/links/5cdb391ba6fdccc9ddae3be1/WIKIPEDIA-Y-FEMINISMO-COMO-ROMPER-CON-LA-BRECHA-DE-GENERO.pdf,"https://scholar.google.com/scholar?cites=14039561526582564536&as_sdt=2005&sciodt=0,5&hl=en",408.0,##########,PDF,,,,,,,,16.0,3.0,8.0,2.0,6.0,"… propia plataforma, en los que se muestra que, a día de hoy, se han creado 3.160 artículos gracias a los 296 programas de edición de mujeres que se han llevado a cabo (Art+Feminism…",https://www.researchgate.net/profile/Pablo-Rivera-Vargas-2/publication/333093214_WIKIPEDIA_Y_FEMINISMO_COMO_ROMPER_CON_LA_BRECHA_DE_GENERO/links/5cdb391ba6fdccc9ddae3be1/WIKIPEDIA-Y-FEMINISMO-COMO-ROMPER-CON-LA-BRECHA-DE-GENERO.pdf,,Art+Feminism,True,TRUE,408.0,,mention,Art+Feminism,M_Ferré__L_Ferrante_Wikipedia_y_feminismo._Cómo_romper_con_la_brecha_de_género.pdf,0,Art+Feminism,##,,,,,,,
0.0,M Friday,Women's History Month March 2018,2018,,scholarworks.uni.edu,https://scholarworks.uni.edu/cgi/viewcontent.cgi?article=1015&context=wgs_documents,,404.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,6.0,"… Art+Feminism Wikipedia Edit-a-thon Rod Library, 12pm-4pm …",,,Art+Feminism,True,TRUE,404.0,,0,Art+Feminism,M_Friday_Womens_History_Month_March_2018.pdf,0,Art+Feminism,0,,no pdf,,,,,
2.0,"M Gaffet, C Espy",The role of national libraries in contributing towards the sustainable development goal of gender equality,2016,"The role of national libraries in contributing towards the sustainable
development goal of gender equality",library.ifla.org,https://library.ifla.org/id/eprint/1487/,"https://scholar.google.com/scholar?cites=520754110308323244&as_sdt=2005&sciodt=0,5&hl=en",259.0,##########,,,,,,,,,2.0,0.0,1.0,2.0,8.0,… Bpi and the “Editathon Art+ Feminism” project which aims to increase the number of publications about women and feminism on Wikipedia as only 10% of the contributors are women. …,https://library.ifla.org/id/eprint/1487/2/115-gaffet-en.pdf,,Art+Feminism,True,TRUE,259.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
0.0,M Gandhi,"Participation, Engagement and Diversity: a study of Wiki's community building &integration practices in GLAM projects.",2024,"Participation, Engagement and
Diversity : a study of Wiki’s community
building & integration practices in GLAM
projects.",openreview.net,https://openreview.net/pdf?id=w5V0rkiIid,,124.0,##########,PDF,,,,,,,,0.0,0.0,0.0,1.0,1.0,"… , participatory knowledge-sharing projects, and institutional partnerships among experienced Wikimedians It examines how community-engagement strengthens museumsʼ Wiki-…",https://openreview.net/pdf?id=w5V0rkiIid,,Art+Feminism,True,,124.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
